station,pred,datum,temperatur,nederbordsmangd,vindriktning,vindhastighet,lufttryck,daggpunktstemperatur,month,lag_temperatur
Station_6,114.49976578524446,2017-02-12,-3.6,0,131.125,1.3041666666666665,1039.979166666667,-6.104166666666667,2,-0.8
Station_6,122.43945046833126,2017-02-13,-0,0,216.41666666666666,1.0625000000000002,1036.5749999999998,-2.1499999999999995,2,-3.6
Station_6,108.77211269755914,2017-02-14,0.8,0,150.70833333333334,1.6999999999999995,1032.9541666666662,-3.016666666666667,2,-0
Station_6,105.20947148032758,2017-02-15,2.7,0.1,194.41666666666666,3.0250000000000004,1022.8375,1.504166666666667,2,0.8
Station_6,98.25599843194564,2017-02-16,3.5,1,264.0416666666667,1.804166666666666,1017.8125,3.4000000000000004,2,2.7
Station_6,95.69456998261103,2017-02-17,2.1,0.5,244.20833333333334,2.7750000000000004,1020.5708333333331,1.9791666666666667,2,3.5
Station_6,100.21272174630906,2017-02-18,4.6,1.3,233.70833333333334,3.891666666666666,1011.9,4.075000000000001,2,2.1
Station_6,91.17099381358666,2017-02-19,6.2,9.1,246.20833333333334,5.883333333333333,1000.1250000000003,5.395833333333333,2,4.6
Station_6,85.37995657542943,2017-02-20,5.7,6.9,272.75,6.058333333333333,999.3499999999999,2.4749999999999996,2,6.2
Station_6,87.23467571412169,2017-02-21,5.8,0.4,237.5,6.791666666666665,988.2874999999999,2.6166666666666667,2,5.7
Station_6,87.21773299587419,2017-02-22,3,12.9,200.83333333333334,4.450000000000001,985.8833333333333,1.1541666666666666,2,5.8
Station_6,98.0783933747469,2017-02-23,0.2,0,262.2083333333333,3.7708333333333335,999.4666666666668,-2.0125,2,3
Station_6,108.17093415455662,2017-02-24,0.5,7,224.70833333333334,3.8166666666666664,1010.5666666666666,-0.11666666666666681,2,0.2
Station_6,105.9221908516781,2017-02-25,5.6,3.4,236.20833333333334,3.7291666666666674,1001.65,5.558333333333334,2,0.5
Station_6,87.45005273116095,2017-02-26,6.6,0.4,182,4.470833333333333,998.333333333333,5.708333333333333,2,5.6
Station_6,83.98106605454586,2017-02-27,4.9,1.1,182.45833333333334,5.145833333333335,987.1166666666668,2.779166666666667,2,6.6
Station_6,90.31143273093994,2017-02-28,4.7,1.8,213.25,5.387499999999999,992.0666666666666,2.079166666666667,2,4.9
Station_6,87.65837617977566,2017-03-01,3.1,1.3,214.25,2.6375,997.6750000000001,1.895833333333333,3,4.7
Station_6,93.13226418670561,2017-03-02,4.5,0.6,204.25,3.3000000000000003,1004.9250000000002,2.3958333333333326,3,3.1
Station_6,88.25882379286823,2017-03-03,4,1.9,94,3.2291666666666665,999.9749999999999,1.695833333333333,3,4.5
Station_6,90.05971032546066,2017-03-04,3.8,2.6,92.54166666666667,5.204166666666667,1000.1750000000001,1.7666666666666668,3,4
Station_6,91.37046529804462,2017-03-05,0.8,0.1,68.04166666666667,5.175,1007.4541666666668,-2.0124999999999997,3,3.8
Station_6,103.03546693377348,2017-03-06,-0.7,0,171.08333333333334,3.5374999999999996,1013.7666666666665,-4.754166666666667,3,0.8
Station_6,107.91700133492283,2017-03-07,0.5,1,194.95833333333334,3.862500000000001,1015.5749999999999,-2.529166666666667,3,-0.7
Station_6,102.47140688865817,2017-03-08,4.2,0.8,191.625,2.9250000000000003,1012.4499999999998,3.674999999999999,3,0.5
Station_6,89.27368370351334,2017-03-09,4.4,0,245.5,3.7708333333333335,1018.7708333333336,1.3,3,4.2
Station_6,88.73474635697916,2017-03-10,3.1,0,202.875,1.4083333333333332,1025.7041666666667,-0.43333333333333335,3,4.4
Station_6,93.64926425784131,2017-03-11,1.7,0,131.04166666666666,1.9583333333333337,1026.0833333333333,-1.3958333333333337,3,3.1
Station_6,98.41298223477962,2017-03-12,2.6,0,163.16666666666666,2.6374999999999997,1025.5666666666666,-0.02500000000000004,3,1.7
Station_6,94.69339238628176,2017-03-13,6.2,0,220.375,3.5124999999999997,1021.9333333333333,4.358333333333333,3,2.6
Station_6,81.54899355932035,2017-03-14,6.9,0,277.3333333333333,6.741666666666666,1019.9374999999999,2.4208333333333334,3,6.2
Station_6,78.82834575267043,2017-03-15,6.9,0.5,233.91666666666666,3.8708333333333322,1016.9166666666666,4.812499999999999,3,6.9
Station_6,79.28686073893032,2017-03-16,4.6,5.1,246.70833333333334,4.933333333333334,1002.8375,2.5208333333333335,3,6.9
Station_6,88.10377451661364,2017-03-17,2.5,2.6,262.9583333333333,4.125,994.5499999999998,1.3125000000000002,3,4.6
Station_6,95.85585444977421,2017-03-18,1.5,3.9,183.125,2.8166666666666664,1002.7583333333332,0.7999999999999998,3,2.5
Station_6,98.65568519712679,2017-03-19,5.9,10.1,196.95833333333334,3.1291666666666664,998.7666666666668,4.029166666666667,3,1.5
Station_6,82.90083647935374,2017-03-20,5.9,2.3,236.25,5.233333333333333,1000.2624999999999,2.6125000000000003,3,5.9
Station_6,82.78041475796134,2017-03-21,6.5,0,235.04166666666666,3.5583333333333322,1014.2958333333332,1.5833333333333333,3,5.9
Station_6,80.90425580066196,2017-03-22,4,0,214.25,1.6624999999999996,1024.3166666666666,0.20833333333333334,3,6.5
Station_6,89.9295549646186,2017-03-23,4.8,0,262.1666666666667,2.4249999999999994,1030.0625,-0.5291666666666666,3,4
Station_6,86.91350398287642,2017-03-24,6,0,308.25,3.9791666666666665,1026.3375000000003,2.629166666666667,3,4.8
Station_6,82.57910430326507,2017-03-25,5.6,0,264.7083333333333,1.5583333333333333,1025.8,2.7208333333333328,3,6
Station_6,83.87842722300421,2017-03-26,6.6,0,259.125,2.1291666666666664,1022.7125000000002,5.516666666666667,3,5.6
Station_6,80.29731943379608,2017-03-27,5.6,0,243.25,1.6333333333333335,1018.6500000000001,5.066666666666666,3,6.6
Station_6,84.23280924073985,2017-03-28,4.4,0.9,263.125,2.7166666666666663,1016.6874999999999,4.062499999999999,3,5.6
Station_6,88.13267714978682,2017-03-29,7.2,5.1,190.45833333333334,2.875,1020.1375000000002,6.266666666666667,3,4.4
Station_6,75.06826105653889,2017-03-30,11.7,0.5,181.75,2.4666666666666663,1013.875,9.462499999999999,3,7.2
Station_6,55.255546851518794,2017-03-31,10.7,0,202.70833333333334,1.7833333333333332,1011.0375,8.616666666666667,3,11.7
Station_6,54.705037444303926,2017-04-01,9.6,0.1,185.25,1.2958333333333336,1016.0000000000003,7.916666666666667,4,10.7
Station_6,60.68960060047653,2017-04-02,8.2,0,267.9583333333333,2.3583333333333334,1025.3833333333334,4.829166666666667,4,9.6
Station_6,67.59776120308139,2017-04-03,6.7,0.5,173.54166666666666,1.9874999999999998,1025.075,3.7541666666666664,4,8.2
Station_6,73.46429360896852,2017-04-04,7.6,0,274.0416666666667,5.329166666666667,1015.1166666666667,3.470833333333333,4,6.7
Station_6,70.09279612628865,2017-04-05,6.8,0.1,309.5416666666667,4.770833333333333,1016.5333333333332,2.8833333333333333,4,7.6
Station_6,72.32987448697685,2017-04-06,9.3,0,308.6666666666667,4.5125,1013.4124999999999,6.754166666666667,4,6.8
Station_6,61.934147840191535,2017-04-07,8.5,0,287.5416666666667,2.7583333333333333,1019.9,5.775000000000001,4,9.3
Station_6,65.40942197032406,2017-04-08,8.8,0,235.66666666666666,3.0583333333333336,1020.4333333333333,5.250000000000001,4,8.5
Station_6,63.89607182732962,2017-04-09,9.1,0,245.58333333333334,5.854166666666667,1009.0500000000001,4.220833333333334,4,8.8
Station_6,63.57958052777637,2017-04-10,6.8,3.9,286.5,6.4916666666666645,1013.2791666666667,1.0958333333333334,4,9.1
Station_6,72.92309065350173,2017-04-11,8,0.9,256.75,4.908333333333333,1002.7166666666668,5.658333333333332,4,6.8
Station_6,68.38868935698541,2017-04-12,6.9,2.4,280.6666666666667,4.241666666666667,1002.3750000000003,4.583333333333333,4,8
Station_6,72.99875034712448,2017-04-13,6.5,0.3,274.25,4.2,1007.2583333333332,2.416666666666667,4,6.9
Station_6,75.16778767485485,2017-04-14,1.8,15.8,66.29166666666667,3.5333333333333345,1005.0458333333331,0.6583333333333333,4,6.5
Station_6,92.16867817212363,2017-04-15,2.4,0,123.95833333333333,2.4916666666666663,1013.9416666666666,-1.9750000000000003,4,1.8
Station_6,89.860131852297485,2017-04-16,3.2,0,112.45833333333333,3.4625000000000004,1017.2166666666667,-2.0291666666666663,4,2.4
Station_6,87.12888235418492,2017-04-17,2.7,0,94.625,3.3749999999999996,1029.5874999999999,-3.6958333333333333,4,3.2
Station_6,88.80060038284995,2017-04-18,3.2,0,186.70833333333334,1.9166666666666663,1035.5666666666666,-3.7999999999999994,4,2.7
Station_6,86.70864677316956,2017-04-19,5.6,0,251.625,3.8958333333333326,1030.0416666666667,1.008333333333333,4,3.2
Station_6,77.3131786183362,2017-04-20,8.7,1.1,274.7083333333333,6.458333333333333,1014.775,5.737499999999998,4,5.6
Station_6,65.31163352792296,2017-04-21,7,0,294.5833333333333,6.037499999999999,1011.2416666666667,0.42916666666666686,4,8.7
Station_6,72.67531679850197,2017-04-22,6.2,1.4,293.125,5.125000000000001,1013.2583333333333,0.6791666666666668,4,7
Station_6,75.90659548390053,2017-04-23,5.5,2.7,216.5,5.364285714285715,1007.4571428571429,3.5714285714285716,4,6.2
Station_6,78.65165734975827,2017-04-24,4.5,2.2,247.78571428571428,4.164285714285715,999.5,1.9285714285714286,4,5.5
Station_6,82.09895011917004,2017-04-25,5.7,0,279.07142857142856,2.9642857142857144,1010.2071428571429,0.2857142857142857,4,4.5
Station_6,77.6725460601302,2017-04-26,6.1,1.6,207.75,2.941666666666667,1011.2458333333333,0.5458333333333332,4,5.7
Station_6,75.82579940630012,2017-04-27,7.5,2.8,155.70833333333334,4.095833333333333,1012.2541666666666,2.4708333333333337,4,6.1
Station_6,70.66511566270685,2017-04-28,6.2,2.5,108.58333333333333,2.695833333333333,1017.3416666666667,1.8,4,7.5
Station_6,75.71033825403774,2017-04-29,6.5,0,136.375,2.9791666666666665,1023.0833333333331,-0.3541666666666666,4,6.2
Station_6,74.1803909091941,2017-04-30,7.8,0,96.16666666666667,4.3,1023.5208333333331,-3.4250000000000003,4,6.5
Station_6,60.95966065842389,2017-05-01,9.6,0,82.16666666666667,4.091666666666666,1026.5125000000003,-2.9875000000000003,5,7.8
Station_6,51.682623867391165,2017-05-02,11.3,0,72.5,3.804166666666666,1029.0458333333333,-1.7874999999999999,5,9.6
Station_6,44.19961849587456,2017-05-03,10.6,0,51.416666666666664,5.937499999999999,1028.0041666666668,-2.816666666666667,5,11.3
Station_6,47.49060019547131,2017-05-04,10.6,0.2,69.08333333333333,3.320833333333333,1024.0166666666667,1.6041666666666667,5,10.6
Station_6,45.735644677046814,2017-05-05,13,0.2,193.04166666666666,1.7500000000000002,1016.7041666666668,2.8041666666666667,5,10.6
Station_6,37.10255732133692,2017-05-06,9.4,3.8,153.70833333333334,2.2125,1013.4208333333335,4.079166666666667,5,13
Station_6,54.764027443741945,2017-05-07,7.8,0.7,156.91666666666666,4.5875,1017.8833333333331,0.04583333333333337,5,9.4
Station_6,62.35889351772037,2017-05-08,6.3,5.8,225.125,2.945833333333333,1015.875,-1.7416666666666665,5,7.8
Station_6,68.62808699045523,2017-05-09,4.5,2.7,111.125,3.8125000000000004,1007.1166666666664,1.5791666666666673,5,6.3
Station_6,75.04027122772241,2017-05-10,5.8,2.4,118,2.941666666666667,1007.0916666666667,4.545833333333333,5,4.5
Station_6,69.37758207142821,2017-05-11,9,0,90.33333333333333,4.366666666666666,1009.9708333333332,2.212499999999999,5,5.8
Station_6,53.16941031609552,2017-05-12,12.9,0.1,108.58333333333333,3.8958333333333335,1013.3291666666669,4.45,5,9
Station_6,35.110087538208646,2017-05-13,13.9,0,161.45833333333334,1.875,1018.4499999999999,7.999999999999997,5,12.9
Station_6,32.22137624103447,2017-05-14,11.7,0,230.58333333333334,1.9624999999999997,1025.8541666666667,8.72916666666667,5,13.9
Station_6,41.30296296973354,2017-05-15,12.2,0.8,151.16666666666666,2.8958333333333326,1028.55,8.104166666666668,5,11.7
Station_6,37.506385569328984,2017-05-16,14.7,0,164.95833333333334,2.783333333333333,1021.6624999999998,12.408333333333333,5,12.2
Station_6,27.19604909725179,2017-05-17,19.4,0,143.08333333333334,3.2833333333333328,1012.5208333333334,10.716666666666667,5,14.7
Station_6,19.773576800615537,2017-05-18,18.6,0,146.20833333333334,1.6416666666666664,1010.1416666666665,12.75,5,19.4
Station_6,19.974129421853224,2017-05-19,15.4,0,229.33333333333334,3.4791666666666665,1016.0749999999999,10.020833333333332,5,18.6
Station_6,26.08868721059684,2017-05-20,14.9,0,302.5416666666667,3.4,1024.5041666666666,7.170833333333334,5,15.4
Station_6,27.890164168568408,2017-05-21,13.7,0,256.625,2.2750000000000004,1020.7625000000002,6.733333333333334,5,14.9
Station_6,31.564790333220103,2017-05-22,14.9,0,212.70833333333334,1.8625,1014.1291666666666,8.966666666666669,5,13.7
Station_6,28.07420819275867,2017-05-23,13.1,0.2,289.7083333333333,3.391666666666667,1015.4999999999999,9.570833333333335,5,14.9
Station_6,33.9509762930631,2017-05-24,14.6,0,296.9166666666667,4.054166666666667,1017.5458333333332,9.045833333333333,5,13.1
Station_6,27.797413553438826,2017-05-25,17.6,0,305.2083333333333,3.608333333333333,1020.0083333333332,10.549999999999999,5,14.6
Station_6,21.471717906851406,2017-05-26,17.7,0,143.08333333333334,2.216666666666667,1021.8291666666668,11.079166666666667,5,17.6
Station_6,21.334939275011426,2017-05-27,17.7,0,197.45833333333334,3.6958333333333333,1015.0208333333331,11.833333333333334,5,17.7
Station_6,21.125790621123876,2017-05-28,14.3,0,226.45833333333334,1.8250000000000004,1012.5708333333333,11.800000000000002,5,17.7
Station_6,29.475495098224425,2017-05-29,14.9,0.5,206.08333333333334,2.729166666666666,1009.525,12.975000000000001,5,14.3
Station_6,27.92020762565879,2017-05-30,13.6,0,267.0416666666667,6.391666666666668,1011.1416666666668,8.616666666666669,5,14.9
Station_6,32.65222641628939,2017-05-31,13.3,0,298.1666666666667,4.445833333333332,1017.0416666666666,6.979166666666668,5,13.6
Station_6,28.506839217861955,2017-06-01,13.5,0,206.66666666666666,2.7000000000000006,1017.9083333333334,8.891666666666667,6,13.3
Station_6,27.212220721016198,2017-06-02,14.6,0,147.25,2.8249999999999997,1015.8833333333332,7.704166666666666,6,13.5
Station_6,23.794388888853792,2017-06-03,13.3,9.6,178.54166666666666,1.7458333333333333,1008.9958333333333,10.262500000000001,6,14.6
Station_6,28.013590801853045,2017-06-04,14.5,0.5,218.41666666666666,3.1500000000000004,1011.3333333333335,8.9125,6,13.3
Station_6,23.270029963874553,2017-06-05,16,21.8,119.04166666666667,4.245833333333334,1005.3041666666667,10.483333333333334,6,14.5
Station_6,19.58860592626628,2017-06-06,13.1,6.3,198.54166666666666,5.5249999999999995,1002.5166666666669,10.262500000000001,6,16
Station_6,29.092981451059597,2017-06-07,13.9,5.8,215.54166666666666,5.095833333333333,1011.0333333333334,9.687500000000002,6,13.1
Station_6,24.717450516432972,2017-06-08,17.5,1.1,160.08333333333334,3.341666666666667,1011.0916666666667,13.329166666666666,6,13.9
Station_6,16.301657524529524,2017-06-09,16.4,0,240.45833333333334,2.358333333333333,1016.3166666666666,11.225000000000001,6,17.5
Station_6,18.24217802292998,2017-06-10,17.8,3.2,187.66666666666666,3.270833333333334,1013.1541666666664,13.625,6,16.4
Station_6,15.779710851090792,2017-06-11,15.1,0.1,236.52173913043478,5.547826086956521,1004.5500000000001,10.52608695652174,6,17.8
Station_6,21.756628777582325,2017-06-12,14.8,0,285.25,6.154166666666666,1008.7541666666666,9.804166666666669,6,15.1
Station_6,22.334285153862194,2017-06-13,16.1,0,292.9166666666667,3.850000000000001,1016.0500000000002,10.9125,6,14.8
Station_6,18.888477639176283,2017-06-14,16.8,3.6,218.54166666666666,2.1666666666666665,1014.7666666666668,12.620833333333335,6,16.1
Station_6,17.493351539140768,2017-06-15,15.8,5.5,252.66666666666666,4.908333333333334,1008.1541666666667,11.9375,6,16.8
Station_6,19.617090078645557,2017-06-16,16.3,0,293.25,4.445833333333334,1017.1833333333334,12.049999999999997,6,15.8
Station_6,18.438417981562726,2017-06-17,18.8,0,277.9166666666667,2.754166666666667,1021.1624999999999,14.691666666666665,6,16.3
Station_6,15.221957635921624,2017-06-18,19.7,0,274.25,2.545833333333333,1018.9875000000002,14.579166666666667,6,18.8
Station_6,13.967041146220696,2017-06-19,16.6,0,296.3333333333333,5.679166666666667,1014.7416666666667,9.816666666666665,6,19.7
Station_6,17.89117436486066,2017-06-20,15.7,0,302.7083333333333,4.216666666666669,1015.2999999999998,9.049999999999999,6,16.6
Station_6,20.110837649129568,2017-06-21,14.6,1.2,181.95833333333334,1.666666666666667,1009.6750000000001,10.954166666666667,6,15.7
Station_6,22.80844082601656,2017-06-22,16.6,5.5,169.08333333333334,2.5624999999999996,1005.9375000000003,13.991666666666672,6,14.6
Station_6,17.900404022151584,2017-06-23,15.5,4,246.75,4.058333333333333,1005.0708333333331,12.008333333333333,6,16.6
Station_6,20.521433747113708,2017-06-24,15.3,3,238.41666666666666,5.5,1003.1458333333335,8.9375,6,15.5
Station_6,21.26370685924306,2017-06-25,14.4,0,264.625,5.720833333333334,1005.2083333333331,7.0874999999999995,6,15.3
Station_6,23.925040600225874,2017-06-26,14.9,0,227.29166666666666,2.7291666666666674,1010.6833333333334,6.6875,6,14.4
Station_7,NA,2017-01-01,0.3,0,307.6666666666667,2.970833333333333,1012.3083333333334,-2.833333333333334,1,NA
Station_7,107.39231053839906,2017-01-02,3.4,4,251.375,4.8500000000000005,1002.2125,1.5374999999999996,1,0.3
Station_7,95.79516709767564,2017-01-03,1.1,0,169.70833333333334,7.525000000000002,999.0374999999998,-3.4708333333333328,1,3.4
Station_7,110.34252110781095,2017-01-04,-7.1,0,33.25,4.8791666666666655,1032.1333333333337,-12.770833333333336,1,1.1
Station_7,143.9927395405232,2017-01-05,-8,0.1,141.04166666666666,2.3291666666666666,1039.6625000000001,-12.483333333333329,1,-7.1
Station_7,139.77671669170937,2017-01-06,-1,3.4,143.41666666666666,3.8458333333333314,1024.0208333333333,-2.254166666666667,1,-8
Station_7,115.6725144096613,2017-01-07,-1.4,0,158.04166666666666,2.2416666666666667,1028.3041666666668,-1.6083333333333334,1,-1
Station_7,114.85957834992219,2017-01-08,1.8,0.3,204.375,3.8833333333333333,1020.525,1.4666666666666668,1,-1.4
Station_7,102.90135952673266,2017-01-09,0.7,0.2,168.29166666666666,5.008333333333333,1010.4833333333332,-0.3791666666666668,1,1.8
Station_7,106.45706137730802,2017-01-10,2.4,4.6,203.95833333333334,7.358333333333332,992.9666666666668,1.3416666666666668,1,0.7
Station_7,99.22356841827163,2017-01-11,3,0,244.16666666666666,5.720833333333334,990.7291666666666,0.4333333333333333,1,2.4
Station_7,97.8853612040504,2017-01-12,0.3,0,166,1.4666666666666666,991.4791666666666,-0.25833333333333336,1,3
Station_7,109.79756509019309,2017-01-13,-0.4,1,220.25,1.7499999999999993,998.5625,-0.45416666666666666,1,0.3
Station_7,113.62843698760945,2017-01-14,-1.9,0,276.75,3.4999999999999996,1014.2166666666668,-3.283333333333333,1,-0.4
Station_7,120.60332624843998,2017-01-15,-3.3,0,218.29166666666666,2.758333333333333,1026.5708333333332,-4.8625,1,-1.9
Station_7,124.56275074435071,2017-01-16,-1.7,0,169.91666666666666,2.0541666666666667,1035.6833333333332,-3.5833333333333335,1,-3.3
Station_7,116.1067302397117,2017-01-17,1.6,0.8,229.625,3.6916666666666664,1034.8875,1.133333333333333,1,-1.7
Station_7,101.75151376610289,2017-01-18,4.4,0,252.33333333333334,3.2000000000000006,1032.2958333333333,3.9041666666666655,1,1.6
Station_7,90.00827225062098,2017-01-19,5.4,0,275.7083333333333,3.400000000000001,1030.0541666666666,4.120833333333333,1,4.4
Station_7,86.65475583484964,2017-01-20,2.6,0,214.875,1.2333333333333332,1030.3083333333334,2.2249999999999996,1,5.4
Station_7,98.80882214716245,2017-01-21,2.1,0,190.83333333333334,1.6624999999999999,1028.1208333333332,2.0083333333333333,1,2.6
Station_7,101.06647003590088,2017-01-22,1.8,0,247.625,2.5708333333333333,1022.7041666666664,1.1375,1,2.1
Station_7,102.0089233072912,2017-01-23,2.4,0,267.3333333333333,2.408333333333333,1024.9875000000004,2.3125000000000004,1,1.8
